cluster_id,n_children,stunting_rate,severe_rate,mean_haz,region,urban_rural,mean_wealth_q,mean_maternal_edu
192,6.0,16.666666666666668,16.666666666666668,-1.2083333333333333,5.0,2.0,3.3333333333333335,2.333333333333333
193,9.0,33.33333333333333,22.22222222222222,-1.3811111111111112,3.0,2.0,2.1111111111111107,2.444444444444444
194,12.0,66.66666666666667,25.000000000000007,-2.3383333333333334,4.0,2.0,2.0833333333333335,3.8333333333333335
195,2.0,0.0,0.0,-0.03499999999999996,5.0,1.0,5.0,9.0
196,4.0,0.0,0.0,0.09250000000000003,2.0,1.0,4.0,7.75
197,5.0,40.0,0.0,-1.4720000000000002,4.0,1.0,4.6,6.800000000000001
198,2.0,0.0,0.0,-1.255,5.0,2.0,2.5,5.000000000000001
199,3.0,66.66666666666666,0.0,-2.11,2.0,1.0,1.0,0.3333333333333333
200,3.0,33.33333333333333,0.0,-1.3733333333333335,5.0,2.0,4.0,4.999999999999999
201,2.0,50.0,0.0,-1.72,2.0,2.0,3.4999999999999996,5.5
202,12.0,8.333333333333332,0.0,-1.1874999999999998,3.0,1.0,4.75,9.999999999999998
203,11.0,36.36363636363637,0.0,-1.37,5.0,2.0,2.2727272727272734,3.454545454545455
204,5.0,40.0,0.0,-1.3219999999999998,2.0,2.0,2.6,4.000000000000001
205,7.0,14.285714285714285,0.0,-1.604285714285714,2.0,2.0,1.5714285714285714,2.1428571428571423
206,3.0,0.0,0.0,-0.6133333333333333,2.0,2.0,3.333333333333333,3.3333333333333335
207,5.0,20.0,0.0,-0.5240000000000002,2.0,1.0,4.8,12.200000000000001
208,10.0,20.0,0.0,-1.448,2.0,2.0,1.0,1.7
209,6.0,66.66666666666667,33.333333333333336,-2.5450000000000004,3.0,2.0,1.8333333333333335,1.6666666666666667
210,7.0,28.57142857142857,0.0,-0.9914285714285715,2.0,2.0,2.2857142857142856,4.857142857142858
211,5.0,0.0,0.0,-0.916,1.0,1.0,5.0,11.800000000000002
212,6.0,33.333333333333336,16.666666666666668,-1.7766666666666668,1.0,1.0,4.500000000000001,7.666666666666667
213,9.0,11.11111111111111,0.0,-0.8655555555555555,3.0,2.0,2.2222222222222223,3.8888888888888893
